Quarter,HB,HBT,HBTQF,CancerType,CancerTypeQF,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferrals31DayStandardQF,NumberOfEligibleReferralsTreatedWithin31Days,NumberOfEligibleReferralsTreatedWithin31DaysQF
2020Q2,S08000019,SB0801,,All Cancer Types,d,11,,10,
2020Q2,S08000020,S08000020,,All Cancer Types,d,621,,588,
2020Q2,S08000020,S08000022,,All Cancer Types,d,1,,1,
2020Q2,S08000020,S08000024,,All Cancer Types,d,3,,3,
2020Q2,S08000022,S08000020,,All Cancer Types,d,12,,12,
2020Q2,S08000022,S08000022,,All Cancer Types,d,268,,257,
2020Q2,S08000022,S08000030,,All Cancer Types,d,1,,1,
2020Q2,S08000022,S08000031,,All Cancer Types,d,8,,8,
2020Q2,S08000022,SB0801,,All Cancer Types,d,4,,4,
2020Q2,S08000024,S08000019,,All Cancer Types,d,1,,1,
2020Q2,S08000024,S08000024,,All Cancer Types,d,827,,796,
2020Q2,S08000024,S08000029,,All Cancer Types,d,1,,1,
2020Q2,S08000025,S08000020,,All Cancer Types,d,4,,4,
2020Q2,S08000025,S08000025,,All Cancer Types,d,5,,5,
2020Q2,S08000026,S08000020,,All Cancer Types,d,2,,0,
2020Q2,S08000026,S08000024,,All Cancer Types,d,1,,1,
2020Q2,S08000026,S08000026,,All Cancer Types,d,11,,11,
2020Q2,S08000028,S08000022,,All Cancer Types,d,8,,7,
2020Q2,S08000028,S08000028,,All Cancer Types,d,16,,16,
2020Q2,S08000028,S08000031,,All Cancer Types,d,4,,4,
2020Q2,S08000028,SB0801,,All Cancer Types,d,4,,4,
2020Q2,S08000029,S08000024,,All Cancer Types,d,55,,51,
2020Q2,S08000029,S08000029,,All Cancer Types,d,266,,256,
2020Q2,S08000029,S08000030,,All Cancer Types,d,7,,7,
2020Q2,S08000030,S08000024,,All Cancer Types,d,9,,9,
2020Q2,S08000030,S08000030,,All Cancer Types,d,421,,416,
2020Q2,S08000031,S08000019,,All Cancer Types,d,2,,2,
2020Q2,S08000031,S08000022,,All Cancer Types,d,1,,1,
2020Q2,S08000031,S08000024,,All Cancer Types,d,1,,1,
2020Q2,S08000031,S08000031,,All Cancer Types,d,1066,,1039,
2020Q2,S08000031,S08000032,,All Cancer Types,d,37,,35,
2020Q2,S08000031,SB0801,,All Cancer Types,d,50,,49,
2020Q2,S08000032,S08000031,,All Cancer Types,d,66,,65,
2020Q2,S08000032,S08000032,,All Cancer Types,d,327,,318,
2020Q2,S08000032,SB0801,,All Cancer Types,d,14,,14,
2020Q3,S08000015,S08000015,,All Cancer Types,d,222,,219,
2020Q3,S08000015,S08000020,,All Cancer Types,d,1,,1,
2020Q3,S08000015,S08000024,,All Cancer Types,d,1,,1,
2020Q3,S08000015,S08000031,,All Cancer Types,d,43,,42,
2020Q3,S08000015,SB0801,,All Cancer Types,d,9,,9,
2020Q3,S08000016,S08000016,,All Cancer Types,d,74,,74,
2020Q3,S08000016,S08000024,,All Cancer Types,d,21,,21,
2020Q3,S08000017,S08000017,,All Cancer Types,d,154,,154,
2020Q3,S08000017,S08000020,,All Cancer Types,d,1,,1,
2020Q3,S08000017,S08000024,,All Cancer Types,d,29,,29,
2020Q3,S08000017,S08000031,,All Cancer Types,d,3,,3,
2020Q3,S08000017,SB0801,,All Cancer Types,d,1,,1,
2020Q3,S08000019,S08000019,,All Cancer Types,d,232,,230,
2020Q3,S08000019,S08000024,,All Cancer Types,d,2,,2,
2020Q3,S08000019,S08000031,,All Cancer Types,d,40,,38,
2020Q3,S08000019,SB0801,,All Cancer Types,d,9,,9,
2020Q3,S08000020,S08000020,,All Cancer Types,d,543,,530,
2020Q3,S08000022,S08000020,,All Cancer Types,d,12,,12,
2020Q3,S08000022,S08000022,,All Cancer Types,d,229,,219,
2020Q3,S08000022,S08000024,,All Cancer Types,d,3,,3,
2020Q3,S08000022,S08000028,,All Cancer Types,d,1,,1,
2020Q3,S08000022,S08000030,,All Cancer Types,d,4,,2,
2020Q3,S08000022,S08000031,,All Cancer Types,d,8,,8,
2020Q3,S08000022,SB0801,,All Cancer Types,d,10,,10,
2020Q3,S08000024,S08000024,,All Cancer Types,d,782,,770,
2020Q3,S08000024,S08000032,,All Cancer Types,d,1,,1,
2020Q3,S08000025,S08000020,,All Cancer Types,d,5,,5,
2020Q3,S08000025,S08000025,,All Cancer Types,d,12,,12,
2020Q3,S08000026,S08000020,,All Cancer Types,d,5,,5,
2020Q3,S08000026,S08000026,,All Cancer Types,d,18,,18,
2020Q3,S08000028,S08000022,,All Cancer Types,d,5,,4,
2020Q3,S08000028,S08000028,,All Cancer Types,d,10,,10,
2020Q3,S08000028,S08000031,,All Cancer Types,d,3,,3,
2020Q3,S08000028,SB0801,,All Cancer Types,d,1,,1,
2020Q3,S08000029,S08000024,,All Cancer Types,d,59,,56,
2020Q3,S08000029,S08000029,,All Cancer Types,d,283,,279,
2020Q3,S08000029,S08000030,,All Cancer Types,d,5,,5,
2020Q3,S08000030,S08000020,,All Cancer Types,d,2,,2,
2020Q3,S08000030,S08000024,,All Cancer Types,d,5,,5,
2020Q3,S08000030,S08000030,,All Cancer Types,d,384,,383,
2020Q3,S08000031,S08000022,,All Cancer Types,d,1,,1,
2020Q3,S08000031,S08000024,,All Cancer Types,d,1,,1,
2020Q3,S08000031,S08000031,,All Cancer Types,d,1222,,1202,
2020Q3,S08000031,S08000032,,All Cancer Types,d,7,,7,
2020Q3,S08000031,SB0801,,All Cancer Types,d,42,,42,
2020Q3,S08000032,S08000024,,All Cancer Types,d,2,,2,
2020Q3,S08000032,S08000031,,All Cancer Types,d,60,,58,
2020Q3,S08000032,S08000032,,All Cancer Types,d,381,,377,
2020Q3,S08000032,SB0801,,All Cancer Types,d,21,,21,
2012Q1,S08000015,S92000003,d,All Cancer Types,d,402,,398,
2012Q1,S08000016,S92000003,d,All Cancer Types,d,118,,118,
2012Q1,S08000017,S92000003,d,All Cancer Types,d,174,,171,
2012Q1,S08000019,S92000003,d,All Cancer Types,d,280,,267,
2012Q1,S08000020,S92000003,d,All Cancer Types,d,504,,488,
2012Q1,S08000022,S92000003,d,All Cancer Types,d,289,,283,
2012Q1,S08000024,S92000003,d,All Cancer Types,d,933,,922,
2012Q1,S08000025,S92000003,d,All Cancer Types,d,10,,10,
2012Q1,S08000026,S92000003,d,All Cancer Types,d,30,,30,
2012Q1,S08000028,S92000003,d,All Cancer Types,d,26,,26,
2012Q1,S08000029,S92000003,d,All Cancer Types,d,360,,351,
2012Q1,S08000030,S92000003,d,All Cancer Types,d,472,,463,
2012Q1,S08000031,S92000003,d,All Cancer Types,d,1383,,1351,
2012Q1,S08000032,S92000003,d,All Cancer Types,d,502,,495,
2012Q2,S08000015,S92000003,d,All Cancer Types,d,412,,407,
2012Q2,S08000016,S92000003,d,All Cancer Types,d,135,,133,
2012Q2,S08000017,S92000003,d,All Cancer Types,d,178,,175,
2012Q2,S08000019,S92000003,d,All Cancer Types,d,292,,277,
2012Q2,S08000020,S92000003,d,All Cancer Types,d,544,,538,
2012Q2,S08000022,S92000003,d,All Cancer Types,d,307,,298,
2012Q2,S08000024,S92000003,d,All Cancer Types,d,886,,858,
2012Q2,S08000025,S92000003,d,All Cancer Types,d,9,,9,
2012Q2,S08000026,S92000003,d,All Cancer Types,d,18,,18,
2012Q2,S08000028,S92000003,d,All Cancer Types,d,21,,21,
2012Q2,S08000029,S92000003,d,All Cancer Types,d,339,,332,
2012Q2,S08000030,S92000003,d,All Cancer Types,d,498,,490,
2012Q2,S08000031,S92000003,d,All Cancer Types,d,1487,,1466,
2012Q2,S08000032,S92000003,d,All Cancer Types,d,510,,505,
2012Q3,S08000015,S92000003,d,All Cancer Types,d,456,,451,
2012Q3,S08000016,S92000003,d,All Cancer Types,d,132,,132,
2012Q3,S08000017,S92000003,d,All Cancer Types,d,193,,191,
2012Q3,S08000019,S92000003,d,All Cancer Types,d,284,,276,
2012Q3,S08000020,S92000003,d,All Cancer Types,d,541,,528,
2012Q3,S08000022,S92000003,d,All Cancer Types,d,345,,328,
2012Q3,S08000024,S92000003,d,All Cancer Types,d,831,,809,
2012Q3,S08000025,S92000003,d,All Cancer Types,d,8,,8,
2012Q3,S08000026,S92000003,d,All Cancer Types,d,16,,16,
2012Q3,S08000028,S92000003,d,All Cancer Types,d,20,,18,
2012Q3,S08000029,S92000003,d,All Cancer Types,d,391,,382,
2012Q3,S08000030,S92000003,d,All Cancer Types,d,496,,484,
2012Q3,S08000031,S92000003,d,All Cancer Types,d,1422,,1388,
2012Q3,S08000032,S92000003,d,All Cancer Types,d,472,,461,
2012Q4,S08000015,S92000003,d,All Cancer Types,d,441,,434,
2012Q4,S08000016,S92000003,d,All Cancer Types,d,128,,128,
2012Q4,S08000017,S92000003,d,All Cancer Types,d,178,,175,
2012Q4,S08000019,S92000003,d,All Cancer Types,d,292,,288,
2012Q4,S08000020,S92000003,d,All Cancer Types,d,534,,526,
2012Q4,S08000022,S92000003,d,All Cancer Types,d,317,,302,
2012Q4,S08000024,S92000003,d,All Cancer Types,d,897,,886,
2012Q4,S08000025,S92000003,d,All Cancer Types,d,10,,10,
2012Q4,S08000026,S92000003,d,All Cancer Types,d,34,,34,
2012Q4,S08000028,S92000003,d,All Cancer Types,d,25,,24,
2012Q4,S08000029,S92000003,d,All Cancer Types,d,324,,319,
2012Q4,S08000030,S92000003,d,All Cancer Types,d,494,,482,
2012Q4,S08000031,S92000003,d,All Cancer Types,d,1535,,1514,
2012Q4,S08000032,S92000003,d,All Cancer Types,d,502,,483,
2013Q1,S08000015,S92000003,d,All Cancer Types,d,450,,441,
2013Q1,S08000016,S92000003,d,All Cancer Types,d,139,,139,
2013Q1,S08000017,S92000003,d,All Cancer Types,d,178,,175,
2013Q1,S08000019,S92000003,d,All Cancer Types,d,259,,251,
2013Q1,S08000020,S92000003,d,All Cancer Types,d,488,,478,
2013Q1,S08000022,S92000003,d,All Cancer Types,d,286,,274,
2013Q1,S08000024,S92000003,d,All Cancer Types,d,819,,813,
2013Q1,S08000025,S92000003,d,All Cancer Types,d,8,,7,
2013Q1,S08000026,S92000003,d,All Cancer Types,d,21,,20,
2013Q1,S08000028,S92000003,d,All Cancer Types,d,19,,18,
2013Q1,S08000029,S92000003,d,All Cancer Types,d,324,,317,
2013Q1,S08000030,S92000003,d,All Cancer Types,d,465,,448,
2013Q1,S08000031,S92000003,d,All Cancer Types,d,1409,,1375,
2013Q1,S08000032,S92000003,d,All Cancer Types,d,476,,465,
2013Q2,S08000015,S92000003,d,All Cancer Types,d,440,,432,
2013Q2,S08000016,S92000003,d,All Cancer Types,d,114,,113,
2013Q2,S08000017,S92000003,d,All Cancer Types,d,201,,197,
2013Q2,S08000019,S92000003,d,All Cancer Types,d,305,,294,
2013Q2,S08000020,S92000003,d,All Cancer Types,d,531,,509,
2013Q2,S08000022,S92000003,d,All Cancer Types,d,319,,309,
2013Q2,S08000024,S92000003,d,All Cancer Types,d,847,,842,
2013Q2,S08000025,S92000003,d,All Cancer Types,d,7,,7,
2013Q2,S08000026,S92000003,d,All Cancer Types,d,31,,28,
2013Q2,S08000028,S92000003,d,All Cancer Types,d,27,,25,
2013Q2,S08000029,S92000003,d,All Cancer Types,d,345,,340,
2013Q2,S08000030,S92000003,d,All Cancer Types,d,526,,515,
2013Q2,S08000031,S92000003,d,All Cancer Types,d,1369,,1332,
2013Q2,S08000032,S92000003,d,All Cancer Types,d,501,,490,
2013Q3,S08000015,S92000003,d,All Cancer Types,d,466,,461,
2013Q3,S08000016,S92000003,d,All Cancer Types,d,144,,144,
2013Q3,S08000017,S92000003,d,All Cancer Types,d,186,,185,
2013Q3,S08000019,S92000003,d,All Cancer Types,d,275,,266,
2013Q3,S08000020,S92000003,d,All Cancer Types,d,488,,475,
2013Q3,S08000022,S92000003,d,All Cancer Types,d,330,,321,
2013Q3,S08000024,S92000003,d,All Cancer Types,d,970,,966,
2013Q3,S08000025,S92000003,d,All Cancer Types,d,6,,6,
2013Q3,S08000026,S92000003,d,All Cancer Types,d,24,,24,
2013Q3,S08000028,S92000003,d,All Cancer Types,d,29,,28,
2013Q3,S08000029,S92000003,d,All Cancer Types,d,362,,349,
2013Q3,S08000030,S92000003,d,All Cancer Types,d,573,,554,
2013Q3,S08000031,S92000003,d,All Cancer Types,d,1414,,1387,
2013Q3,S08000032,S92000003,d,All Cancer Types,d,456,,449,
2013Q4,S08000015,S92000003,d,All Cancer Types,d,461,,453,
2013Q4,S08000016,S92000003,d,All Cancer Types,d,148,,147,
2013Q4,S08000017,S92000003,d,All Cancer Types,d,148,,147,
2013Q4,S08000019,S92000003,d,All Cancer Types,d,291,,285,
2013Q4,S08000020,S92000003,d,All Cancer Types,d,561,,544,
2013Q4,S08000022,S92000003,d,All Cancer Types,d,317,,303,
2013Q4,S08000024,S92000003,d,All Cancer Types,d,950,,945,
2013Q4,S08000025,S92000003,d,All Cancer Types,d,6,,6,
2013Q4,S08000026,S92000003,d,All Cancer Types,d,27,,27,
2013Q4,S08000028,S92000003,d,All Cancer Types,d,25,,24,
2013Q4,S08000029,S92000003,d,All Cancer Types,d,322,,316,
2013Q4,S08000030,S92000003,d,All Cancer Types,d,508,,491,
2013Q4,S08000031,S92000003,d,All Cancer Types,d,1491,,1455,
2013Q4,S08000032,S92000003,d,All Cancer Types,d,460,,453,
2014Q1,S08000015,S92000003,d,All Cancer Types,d,422,,415,
2014Q1,S08000016,S92000003,d,All Cancer Types,d,127,,127,
2014Q1,S08000017,S92000003,d,All Cancer Types,d,186,,183,
2014Q1,S08000019,S92000003,d,All Cancer Types,d,288,,279,
2014Q1,S08000020,S92000003,d,All Cancer Types,d,513,,479,
2014Q1,S08000022,S92000003,d,All Cancer Types,d,334,,308,
2014Q1,S08000024,S92000003,d,All Cancer Types,d,821,,809,
2014Q1,S08000025,S92000003,d,All Cancer Types,d,7,,7,
2014Q1,S08000026,S92000003,d,All Cancer Types,d,25,,25,
2014Q1,S08000028,S92000003,d,All Cancer Types,d,17,,16,
2014Q1,S08000029,S92000003,d,All Cancer Types,d,365,,358,
2014Q1,S08000030,S92000003,d,All Cancer Types,d,512,,494,
2014Q1,S08000031,S92000003,d,All Cancer Types,d,1427,,1350,
2014Q1,S08000032,S92000003,d,All Cancer Types,d,476,,459,
2014Q2,S08000015,S92000003,d,All Cancer Types,d,447,,439,
2014Q2,S08000016,S92000003,d,All Cancer Types,d,141,,138,
2014Q2,S08000017,S92000003,d,All Cancer Types,d,204,,201,
2014Q2,S08000019,S92000003,d,All Cancer Types,d,312,,302,
2014Q2,S08000020,S92000003,d,All Cancer Types,d,526,,492,
2014Q2,S08000022,S92000003,d,All Cancer Types,d,344,,332,
2014Q2,S08000024,S92000003,d,All Cancer Types,d,882,,862,
2014Q2,S08000025,S92000003,d,All Cancer Types,d,2,,2,
2014Q2,S08000026,S92000003,d,All Cancer Types,d,22,,22,
2014Q2,S08000028,S92000003,d,All Cancer Types,d,20,,20,
2014Q2,S08000029,S92000003,d,All Cancer Types,d,357,,343,
2014Q2,S08000030,S92000003,d,All Cancer Types,d,494,,478,
2014Q2,S08000031,S92000003,d,All Cancer Types,d,1500,,1421,
2014Q2,S08000032,S92000003,d,All Cancer Types,d,591,,571,
2014Q3,S08000015,S92000003,d,All Cancer Types,d,483,,476,
2014Q3,S08000016,S92000003,d,All Cancer Types,d,125,,124,
2014Q3,S08000017,S92000003,d,All Cancer Types,d,217,,215,
2014Q3,S08000019,S92000003,d,All Cancer Types,d,286,,277,
2014Q3,S08000020,S92000003,d,All Cancer Types,d,532,,507,
2014Q3,S08000022,S92000003,d,All Cancer Types,d,325,,301,
2014Q3,S08000024,S92000003,d,All Cancer Types,d,872,,858,
2014Q3,S08000025,S92000003,d,All Cancer Types,d,11,,11,
2014Q3,S08000026,S92000003,d,All Cancer Types,d,19,,19,
2014Q3,S08000028,S92000003,d,All Cancer Types,d,21,,21,
2014Q3,S08000029,S92000003,d,All Cancer Types,d,338,,325,
2014Q3,S08000030,S92000003,d,All Cancer Types,d,531,,517,
2014Q3,S08000031,S92000003,d,All Cancer Types,d,1607,,1527,
2014Q3,S08000032,S92000003,d,All Cancer Types,d,509,,502,
2014Q4,S08000015,S92000003,d,All Cancer Types,d,439,,435,
2014Q4,S08000016,S92000003,d,All Cancer Types,d,141,,137,
2014Q4,S08000017,S92000003,d,All Cancer Types,d,202,,198,
2014Q4,S08000019,S92000003,d,All Cancer Types,d,320,,316,
2014Q4,S08000020,S92000003,d,All Cancer Types,d,514,,505,
2014Q4,S08000022,S92000003,d,All Cancer Types,d,291,,279,
2014Q4,S08000024,S92000003,d,All Cancer Types,d,856,,839,
2014Q4,S08000025,S92000003,d,All Cancer Types,d,8,,8,
2014Q4,S08000026,S92000003,d,All Cancer Types,d,22,,22,
2014Q4,S08000028,S92000003,d,All Cancer Types,d,18,,18,
2014Q4,S08000029,S92000003,d,All Cancer Types,d,327,,313,
2014Q4,S08000030,S92000003,d,All Cancer Types,d,530,,511,
2014Q4,S08000031,S92000003,d,All Cancer Types,d,1490,,1444,
2014Q4,S08000032,S92000003,d,All Cancer Types,d,536,,529,
2015Q1,S08000015,S92000003,d,All Cancer Types,d,463,,460,
2015Q1,S08000016,S92000003,d,All Cancer Types,d,120,,115,
2015Q1,S08000017,S92000003,d,All Cancer Types,d,181,,172,
2015Q1,S08000019,S92000003,d,All Cancer Types,d,296,,289,
2015Q1,S08000020,S92000003,d,All Cancer Types,d,555,,530,
2015Q1,S08000022,S92000003,d,All Cancer Types,d,309,,293,
2015Q1,S08000024,S92000003,d,All Cancer Types,d,806,,779,
2015Q1,S08000025,S92000003,d,All Cancer Types,d,3,,3,
2015Q1,S08000026,S92000003,d,All Cancer Types,d,19,,19,
2015Q1,S08000028,S92000003,d,All Cancer Types,d,17,,17,
2015Q1,S08000029,S92000003,d,All Cancer Types,d,348,,330,
2015Q1,S08000030,S92000003,d,All Cancer Types,d,489,,465,
2015Q1,S08000031,S92000003,d,All Cancer Types,d,1543,,1491,
2015Q1,S08000032,S92000003,d,All Cancer Types,d,495,,478,
2015Q2,S08000015,S92000003,d,All Cancer Types,d,458,,452,
2015Q2,S08000016,S92000003,d,All Cancer Types,d,127,,125,
2015Q2,S08000017,S92000003,d,All Cancer Types,d,176,,168,
2015Q2,S08000019,S92000003,d,All Cancer Types,d,315,,311,
2015Q2,S08000020,S92000003,d,All Cancer Types,d,607,,565,
2015Q2,S08000022,S92000003,d,All Cancer Types,d,307,,289,
2015Q2,S08000024,S92000003,d,All Cancer Types,d,831,,808,
2015Q2,S08000025,S92000003,d,All Cancer Types,d,8,,8,
2015Q2,S08000026,S92000003,d,All Cancer Types,d,17,,17,
2015Q2,S08000028,S92000003,d,All Cancer Types,d,24,,22,
2015Q2,S08000029,S92000003,d,All Cancer Types,d,319,,313,
2015Q2,S08000030,S92000003,d,All Cancer Types,d,514,,496,
2015Q2,S08000031,S92000003,d,All Cancer Types,d,1473,,1407,
2015Q2,S08000032,S92000003,d,All Cancer Types,d,502,,488,
2015Q3,S08000015,S92000003,d,All Cancer Types,d,432,,428,
2015Q3,S08000016,S92000003,d,All Cancer Types,d,112,,110,
2015Q3,S08000017,S92000003,d,All Cancer Types,d,185,,177,
2015Q3,S08000019,S92000003,d,All Cancer Types,d,277,,272,
2015Q3,S08000020,S92000003,d,All Cancer Types,d,606,,565,
2015Q3,S08000022,S92000003,d,All Cancer Types,d,337,,315,
2015Q3,S08000024,S92000003,d,All Cancer Types,d,826,,813,
2015Q3,S08000025,S92000003,d,All Cancer Types,d,9,,8,
2015Q3,S08000026,S92000003,d,All Cancer Types,d,28,,26,
2015Q3,S08000028,S92000003,d,All Cancer Types,d,20,,20,
2015Q3,S08000029,S92000003,d,All Cancer Types,d,333,,321,
2015Q3,S08000030,S92000003,d,All Cancer Types,d,525,,482,
2015Q3,S08000031,S92000003,d,All Cancer Types,d,1490,,1395,
2015Q3,S08000032,S92000003,d,All Cancer Types,d,551,,529,
2015Q4,S08000015,S92000003,d,All Cancer Types,d,412,,410,
2015Q4,S08000016,S92000003,d,All Cancer Types,d,127,,126,
2015Q4,S08000017,S92000003,d,All Cancer Types,d,197,,193,
2015Q4,S08000019,S92000003,d,All Cancer Types,d,309,,304,
2015Q4,S08000020,S92000003,d,All Cancer Types,d,571,,552,
2015Q4,S08000022,S92000003,d,All Cancer Types,d,325,,313,
2015Q4,S08000024,S92000003,d,All Cancer Types,d,787,,767,
2015Q4,S08000025,S92000003,d,All Cancer Types,d,7,,7,
2015Q4,S08000026,S92000003,d,All Cancer Types,d,11,,10,
2015Q4,S08000028,S92000003,d,All Cancer Types,d,19,,18,
2015Q4,S08000029,S92000003,d,All Cancer Types,d,354,,343,
2015Q4,S08000030,S92000003,d,All Cancer Types,d,519,,496,
2015Q4,S08000031,S92000003,d,All Cancer Types,d,1577,,1497,
2015Q4,S08000032,S92000003,d,All Cancer Types,d,515,,486,
2016Q1,S08000015,S92000003,d,All Cancer Types,d,408,,395,
2016Q1,S08000016,S92000003,d,All Cancer Types,d,109,,107,
2016Q1,S08000017,S92000003,d,All Cancer Types,d,163,,162,
2016Q1,S08000019,S92000003,d,All Cancer Types,d,309,,302,
2016Q1,S08000020,S92000003,d,All Cancer Types,d,591,,564,
2016Q1,S08000022,S92000003,d,All Cancer Types,d,302,,282,
2016Q1,S08000024,S92000003,d,All Cancer Types,d,755,,716,
2016Q1,S08000025,S92000003,d,All Cancer Types,d,3,,1,
2016Q1,S08000026,S92000003,d,All Cancer Types,d,20,,20,
2016Q1,S08000028,S92000003,d,All Cancer Types,d,22,,21,
2016Q1,S08000029,S92000003,d,All Cancer Types,d,312,,299,
2016Q1,S08000030,S92000003,d,All Cancer Types,d,519,,476,
2016Q1,S08000031,S92000003,d,All Cancer Types,d,1560,,1462,
2016Q1,S08000032,S92000003,d,All Cancer Types,d,517,,496,
2016Q2,S08000015,S92000003,d,All Cancer Types,d,408,,399,
2016Q2,S08000016,S92000003,d,All Cancer Types,d,126,,123,
2016Q2,S08000017,S92000003,d,All Cancer Types,d,178,,174,
2016Q2,S08000019,S92000003,d,All Cancer Types,d,305,,300,
2016Q2,S08000020,S92000003,d,All Cancer Types,d,596,,578,
2016Q2,S08000022,S92000003,d,All Cancer Types,d,285,,273,
2016Q2,S08000024,S92000003,d,All Cancer Types,d,721,,687,
2016Q2,S08000025,S92000003,d,All Cancer Types,d,10,,10,
2016Q2,S08000026,S92000003,d,All Cancer Types,d,13,,13,
2016Q2,S08000028,S92000003,d,All Cancer Types,d,30,,29,
2016Q2,S08000029,S92000003,d,All Cancer Types,d,352,,335,
2016Q2,S08000030,S92000003,d,All Cancer Types,d,533,,506,
2016Q2,S08000031,S92000003,d,All Cancer Types,d,1509,,1424,
2016Q2,S08000032,S92000003,d,All Cancer Types,d,581,,552,
2016Q3,S08000015,S92000003,d,All Cancer Types,d,459,,454,
2016Q3,S08000016,S92000003,d,All Cancer Types,d,136,,131,
2016Q3,S08000017,S92000003,d,All Cancer Types,d,174,,163,
2016Q3,S08000019,S92000003,d,All Cancer Types,d,308,,304,
2016Q3,S08000020,S92000003,d,All Cancer Types,d,668,,622,
2016Q3,S08000022,S92000003,d,All Cancer Types,d,307,,291,
2016Q3,S08000024,S92000003,d,All Cancer Types,d,705,,664,
2016Q3,S08000025,S92000003,d,All Cancer Types,d,7,,7,
2016Q3,S08000026,S92000003,d,All Cancer Types,d,22,,21,
2016Q3,S08000028,S92000003,d,All Cancer Types,d,19,,18,
2016Q3,S08000029,S92000003,d,All Cancer Types,d,334,,313,
2016Q3,S08000030,S92000003,d,All Cancer Types,d,541,,480,
2016Q3,S08000031,S92000003,d,All Cancer Types,d,1529,,1433,
2016Q3,S08000032,S92000003,d,All Cancer Types,d,540,,521,
2016Q4,S08000015,S92000003,d,All Cancer Types,d,418,,413,
2016Q4,S08000016,S92000003,d,All Cancer Types,d,123,,120,
2016Q4,S08000017,S92000003,d,All Cancer Types,d,165,,149,
2016Q4,S08000019,S92000003,d,All Cancer Types,d,307,,297,
2016Q4,S08000020,S92000003,d,All Cancer Types,d,600,,566,
2016Q4,S08000022,S92000003,d,All Cancer Types,d,294,,276,
2016Q4,S08000024,S92000003,d,All Cancer Types,d,774,,730,
2016Q4,S08000025,S92000003,d,All Cancer Types,d,8,,8,
2016Q4,S08000026,S92000003,d,All Cancer Types,d,24,,24,
2016Q4,S08000028,S92000003,d,All Cancer Types,d,28,,25,
2016Q4,S08000029,S92000003,d,All Cancer Types,d,333,,326,
2016Q4,S08000030,S92000003,d,All Cancer Types,d,591,,527,
2016Q4,S08000031,S92000003,d,All Cancer Types,d,1566,,1454,
2016Q4,S08000032,S92000003,d,All Cancer Types,d,485,,464,
2017Q1,S08000015,S92000003,d,All Cancer Types,d,383,,381,
2017Q1,S08000016,S92000003,d,All Cancer Types,d,138,,132,
2017Q1,S08000017,S92000003,d,All Cancer Types,d,161,,152,
2017Q1,S08000019,S92000003,d,All Cancer Types,d,338,,327,
2017Q1,S08000020,S92000003,d,All Cancer Types,d,637,,594,
2017Q1,S08000022,S92000003,d,All Cancer Types,d,305,,292,
2017Q1,S08000024,S92000003,d,All Cancer Types,d,823,,774,
2017Q1,S08000025,S92000003,d,All Cancer Types,d,14,,14,
2017Q1,S08000026,S92000003,d,All Cancer Types,d,33,,31,
2017Q1,S08000028,S92000003,d,All Cancer Types,d,26,,25,
2017Q1,S08000029,S92000003,d,All Cancer Types,d,358,,349,
2017Q1,S08000030,S92000003,d,All Cancer Types,d,567,,528,
2017Q1,S08000031,S92000003,d,All Cancer Types,d,1575,,1475,
2017Q1,S08000032,S92000003,d,All Cancer Types,d,521,,507,
2017Q2,S08000015,S92000003,d,All Cancer Types,d,431,,418,
2017Q2,S08000016,S92000003,d,All Cancer Types,d,119,,112,
2017Q2,S08000017,S92000003,d,All Cancer Types,d,180,,171,
2017Q2,S08000019,S92000003,d,All Cancer Types,d,327,,311,
2017Q2,S08000020,S92000003,d,All Cancer Types,d,616,,573,
2017Q2,S08000022,S92000003,d,All Cancer Types,d,314,,301,
2017Q2,S08000024,S92000003,d,All Cancer Types,d,894,,846,
2017Q2,S08000025,S92000003,d,All Cancer Types,d,8,,8,
2017Q2,S08000026,S92000003,d,All Cancer Types,d,16,,16,
2017Q2,S08000028,S92000003,d,All Cancer Types,d,25,,22,
2017Q2,S08000029,S92000003,d,All Cancer Types,d,385,,380,
2017Q2,S08000030,S92000003,d,All Cancer Types,d,561,,526,
2017Q2,S08000031,S92000003,d,All Cancer Types,d,1568,,1473,
2017Q2,S08000032,S92000003,d,All Cancer Types,d,487,,465,
2017Q3,S08000015,S92000003,d,All Cancer Types,d,443,,433,
2017Q3,S08000016,S92000003,d,All Cancer Types,d,143,,137,
