Quarter,HB,HBQF,HBT,CancerType,CancerTypeQF,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferrals62DayStandardQF,NumberOfEligibleReferralsTreatedWithin62Days,NumberOfEligibleReferralsTreatedWithin62DaysQF
2021Q1,S92000003,d,S08000032,Upper GI,,38,,34,
2021Q1,S92000003,d,S08000032,Urological,,40,,31,
2021Q1,S92000003,d,SB0801,Breast,,1,,1,
2021Q1,S92000003,d,SB0801,Colorectal,,3,,2,
2021Q1,S92000003,d,SB0801,Head & Neck,,1,,1,
2021Q1,S92000003,d,SB0801,Lung,,38,,26,
2021Q1,S08000015,,S08000015,All Cancer Types,d,224,,178,
2021Q1,S08000015,,S08000017,All Cancer Types,d,3,,2,
2021Q1,S08000015,,S08000031,All Cancer Types,d,42,,32,
2021Q1,S08000015,,SB0801,All Cancer Types,d,4,,4,
2021Q1,S08000016,,S08000016,All Cancer Types,d,60,,59,
2021Q1,S08000016,,S08000024,All Cancer Types,d,15,,13,
2021Q1,S08000017,,S08000017,All Cancer Types,d,104,,92,
2021Q1,S08000017,,S08000024,All Cancer Types,d,10,,8,
2021Q1,S08000019,,S08000019,All Cancer Types,d,206,,183,
2021Q1,S08000019,,S08000024,All Cancer Types,d,1,,0,
2021Q1,S08000019,,S08000031,All Cancer Types,d,37,,16,
2021Q1,S08000019,,SB0801,All Cancer Types,d,9,,7,
2021Q1,S08000020,,S08000020,All Cancer Types,d,316,,240,
2021Q1,S08000020,,S08000022,All Cancer Types,d,1,,1,
2021Q1,S08000020,,S08000024,All Cancer Types,d,1,,1,
2021Q1,S08000020,,S08000025,All Cancer Types,d,1,,0,
2021Q1,S08000022,,S08000020,All Cancer Types,d,5,,2,
2021Q1,S08000022,,S08000022,All Cancer Types,d,218,,157,
2021Q1,S08000022,,S08000024,All Cancer Types,d,4,,2,
2021Q1,S08000022,,S08000030,All Cancer Types,d,1,,0,
2021Q1,S08000022,,S08000031,All Cancer Types,d,2,,2,
2021Q1,S08000022,,SB0801,All Cancer Types,d,1,,1,
2021Q1,S08000024,,S08000024,All Cancer Types,d,543,,460,
2021Q1,S08000024,,S08000029,All Cancer Types,d,1,,1,
2021Q1,S08000024,,S08000031,All Cancer Types,d,1,,1,
2021Q1,S08000025,,S08000020,All Cancer Types,d,6,,4,
2021Q1,S08000025,,S08000025,All Cancer Types,d,5,,5,
2021Q1,S08000026,,S08000020,All Cancer Types,d,1,,1,
2021Q1,S08000026,,S08000026,All Cancer Types,d,6,,6,
2021Q1,S08000028,,S08000022,All Cancer Types,d,7,,6,
2021Q1,S08000028,,S08000028,All Cancer Types,d,5,,4,
2021Q1,S08000028,,S08000031,All Cancer Types,d,1,,0,
2021Q1,S08000029,,S08000024,All Cancer Types,d,37,,21,
2021Q1,S08000029,,S08000029,All Cancer Types,d,163,,142,
2021Q1,S08000029,,S08000030,All Cancer Types,d,1,,1,
2021Q1,S08000030,,S08000020,All Cancer Types,d,2,,2,
2021Q1,S08000030,,S08000024,All Cancer Types,d,2,,2,
2021Q1,S08000030,,S08000030,All Cancer Types,d,191,,180,
2021Q1,S08000030,,SB0801,All Cancer Types,d,2,,2,
2021Q1,S08000031,,S08000015,All Cancer Types,d,1,,1,
2021Q1,S08000031,,S08000019,All Cancer Types,d,1,,1,
2021Q1,S08000031,,S08000031,All Cancer Types,d,935,,771,
2021Q1,S08000031,,S08000032,All Cancer Types,d,54,,50,
2021Q1,S08000031,,SB0801,All Cancer Types,d,20,,9,
2021Q1,S08000032,,S08000024,All Cancer Types,d,1,,1,
2021Q1,S08000032,,S08000031,All Cancer Types,d,55,,44,
2021Q1,S08000032,,S08000032,All Cancer Types,d,276,,256,
2021Q1,S08000032,,SB0801,All Cancer Types,d,7,,7,
2021Q1,S92000003,d,S08000015,All Cancer Types,d,225,,179,
2021Q1,S92000003,d,S08000016,All Cancer Types,d,60,,59,
2021Q1,S92000003,d,S08000017,All Cancer Types,d,107,,94,
2021Q1,S92000003,d,S08000019,All Cancer Types,d,207,,184,
2021Q1,S92000003,d,S08000020,All Cancer Types,d,330,,249,
2021Q1,S92000003,d,S08000022,All Cancer Types,d,226,,164,
2021Q1,S92000003,d,S08000024,All Cancer Types,d,614,,508,
2021Q1,S92000003,d,S08000025,All Cancer Types,d,6,,5,
2021Q1,S92000003,d,S08000026,All Cancer Types,d,6,,6,
2021Q1,S92000003,d,S08000028,All Cancer Types,d,5,,4,
2021Q1,S92000003,d,S08000029,All Cancer Types,d,164,,143,
2021Q1,S92000003,d,S08000030,All Cancer Types,d,193,,181,
2021Q1,S92000003,d,S08000031,All Cancer Types,d,1073,,866,
2021Q1,S92000003,d,S08000032,All Cancer Types,d,330,,306,
2021Q1,S92000003,d,SB0801,All Cancer Types,d,43,,30,
2021Q2,S08000015,,S08000015,Breast,,88,,60,
2021Q2,S08000015,,S08000015,Colorectal,,43,,39,
2021Q2,S08000015,,S08000015,Head & Neck,,5,,5,
2021Q2,S08000015,,S08000015,Lung,,35,,35,
2021Q2,S08000015,,S08000015,Lymphoma,,8,,8,
2021Q2,S08000015,,S08000015,Melanoma,,10,,10,
2021Q2,S08000015,,S08000015,Upper GI,,38,,38,
2021Q2,S08000015,,S08000015,Urological,,48,,48,
2021Q2,S08000015,,S08000017,Breast,,4,,4,
2021Q2,S08000015,,S08000031,Breast,,1,,1,
2021Q2,S08000015,,S08000031,Cervical,,5,,3,
2021Q2,S08000015,,S08000031,Colorectal,,4,,4,
2021Q2,S08000015,,S08000031,Head & Neck,,4,,4,
2021Q2,S08000015,,S08000031,Lung,,13,,13,
2021Q2,S08000015,,S08000031,Ovarian,,2,,2,
2021Q2,S08000015,,S08000031,Upper GI,,8,,6,
2021Q2,S08000015,,S08000031,Urological,,2,,1,
2021Q2,S08000015,,SB0801,Lung,,5,,5,
2021Q2,S08000016,,S08000016,Breast,,10,,10,
2021Q2,S08000016,,S08000016,Colorectal,,17,,14,
2021Q2,S08000016,,S08000016,Head & Neck,,2,,2,
2021Q2,S08000016,,S08000016,Lung,,12,,12,
2021Q2,S08000016,,S08000016,Lymphoma,,2,,2,
2021Q2,S08000016,,S08000016,Melanoma,,9,,9,
2021Q2,S08000016,,S08000016,Ovarian,,3,,3,
2021Q2,S08000016,,S08000016,Upper GI,,7,,7,
2021Q2,S08000016,,S08000016,Urological,,9,,8,
2021Q2,S08000016,,S08000024,Breast,,1,,1,
2021Q2,S08000016,,S08000024,Head & Neck,,2,,2,
2021Q2,S08000016,,S08000024,Lung,,2,,2,
2021Q2,S08000016,,S08000024,Upper GI,,2,,2,
2021Q2,S08000016,,S08000024,Urological,,4,,1,
2021Q2,S08000017,,S08000017,Breast,,22,,22,
2021Q2,S08000017,,S08000017,Colorectal,,17,,16,
2021Q2,S08000017,,S08000017,Head & Neck,,1,,1,
2021Q2,S08000017,,S08000017,Lung,,17,,17,
2021Q2,S08000017,,S08000017,Lymphoma,,2,,1,
2021Q2,S08000017,,S08000017,Melanoma,,6,,6,
2021Q2,S08000017,,S08000017,Upper GI,,12,,12,
2021Q2,S08000017,,S08000017,Urological,,10,,7,
2021Q2,S08000017,,S08000024,Colorectal,,2,,2,
2021Q2,S08000017,,S08000024,Head & Neck,,6,,5,
2021Q2,S08000017,,S08000024,Lung,,2,,2,
2021Q2,S08000017,,S08000024,Upper GI,,3,,3,
2021Q2,S08000017,,S08000024,Urological,,2,,1,
2021Q2,S08000017,,S08000031,Head & Neck,,2,,2,
2021Q2,S08000017,,SB0801,Lung,,2,,2,
2021Q2,S08000019,,S08000019,Breast,,47,,47,
2021Q2,S08000019,,S08000019,Cervical,,2,,2,
2021Q2,S08000019,,S08000019,Colorectal,,32,,24,
2021Q2,S08000019,,S08000019,Head & Neck,,4,,4,
2021Q2,S08000019,,S08000019,Lung,,28,,27,
2021Q2,S08000019,,S08000019,Lymphoma,,14,,14,
2021Q2,S08000019,,S08000019,Melanoma,,11,,11,
2021Q2,S08000019,,S08000019,Ovarian,,5,,5,
2021Q2,S08000019,,S08000019,Upper GI,,23,,23,
2021Q2,S08000019,,S08000019,Urological,,42,,35,
2021Q2,S08000019,,S08000024,Upper GI,,1,,1,
2021Q2,S08000019,,S08000031,Cervical,,1,,1,
2021Q2,S08000019,,S08000031,Colorectal,,3,,0,
2021Q2,S08000019,,S08000031,Head & Neck,,7,,6,
2021Q2,S08000019,,S08000031,Lung,,4,,3,
2021Q2,S08000019,,S08000031,Ovarian,,1,,1,
2021Q2,S08000019,,S08000031,Upper GI,,7,,2,
2021Q2,S08000019,,S08000031,Urological,,11,,4,
2021Q2,S08000019,,SB0801,Head & Neck,,2,,2,
2021Q2,S08000019,,SB0801,Lung,,4,,2,
2021Q2,S08000020,,S08000020,Breast,,92,,82,
2021Q2,S08000020,,S08000020,Cervical,,3,,2,
2021Q2,S08000020,,S08000020,Colorectal,,65,,43,
2021Q2,S08000020,,S08000020,Head & Neck,,6,,5,
2021Q2,S08000020,,S08000020,Lung,,58,,50,
2021Q2,S08000020,,S08000020,Lymphoma,,10,,4,
2021Q2,S08000020,,S08000020,Melanoma,,8,,8,
2021Q2,S08000020,,S08000020,Ovarian,,5,,5,
2021Q2,S08000020,,S08000020,Upper GI,,46,,46,
2021Q2,S08000020,,S08000020,Urological,,78,,57,
2021Q2,S08000022,,S08000020,Ovarian,,1,,1,
2021Q2,S08000022,,S08000020,Urological,,4,,0,
2021Q2,S08000022,,S08000022,Breast,,56,,54,
2021Q2,S08000022,,S08000022,Cervical,,2,,1,
2021Q2,S08000022,,S08000022,Colorectal,,47,,27,
2021Q2,S08000022,,S08000022,Head & Neck,,5,,5,
2021Q2,S08000022,,S08000022,Lung,,22,,21,
2021Q2,S08000022,,S08000022,Lymphoma,,6,,5,
2021Q2,S08000022,,S08000022,Melanoma,,10,,8,
2021Q2,S08000022,,S08000022,Ovarian,,5,,4,
2021Q2,S08000022,,S08000022,Upper GI,,32,,19,
2021Q2,S08000022,,S08000022,Urological,,74,,29,
2021Q2,S08000022,,S08000024,Melanoma,,2,,1,
2021Q2,S08000022,,S08000024,Upper GI,,2,,0,
2021Q2,S08000022,,S08000024,Urological,,3,,0,
2021Q2,S08000022,,SB0801,Lung,,2,,2,
2021Q2,S08000024,,S08000016,Breast,,5,,5,
2021Q2,S08000024,,S08000024,Breast,,196,,192,
2021Q2,S08000024,,S08000024,Cervical,,8,,5,
2021Q2,S08000024,,S08000024,Colorectal,,92,,81,
2021Q2,S08000024,,S08000024,Head & Neck,,41,,39,
2021Q2,S08000024,,S08000024,Lung,,48,,48,
2021Q2,S08000024,,S08000024,Lymphoma,,10,,8,
2021Q2,S08000024,,S08000024,Melanoma,,42,,40,
2021Q2,S08000024,,S08000024,Ovarian,,9,,9,
2021Q2,S08000024,,S08000024,Upper GI,,75,,72,
2021Q2,S08000024,,S08000024,Urological,,103,,58,
2021Q2,S08000024,,S08000029,Breast,,2,,2,
2021Q2,S08000025,,S08000020,Upper GI,,1,,1,
2021Q2,S08000025,,S08000020,Urological,,3,,2,
2021Q2,S08000025,,S08000025,Colorectal,,2,,2,
2021Q2,S08000025,,S08000025,Melanoma,,2,,2,
2021Q2,S08000025,,S08000025,Upper GI,,2,,2,
2021Q2,S08000025,,S08000025,Urological,,2,,2,
2021Q2,S08000026,,S08000020,Cervical,,1,,0,
2021Q2,S08000026,,S08000020,Head & Neck,,1,,1,
2021Q2,S08000026,,S08000020,Lymphoma,,1,,0,
2021Q2,S08000026,,S08000020,Upper GI,,2,,2,
2021Q2,S08000026,,S08000024,Urological,,1,,0,
2021Q2,S08000026,,S08000026,Breast,,4,,4,
2021Q2,S08000026,,S08000026,Colorectal,,1,,1,
2021Q2,S08000026,,S08000026,Upper GI,,1,,1,
2021Q2,S08000026,,S08000026,Urological,,3,,2,
2021Q2,S08000028,,S08000022,Colorectal,,3,,3,
2021Q2,S08000028,,S08000022,Lung,,2,,2,
2021Q2,S08000028,,S08000022,Lymphoma,,3,,3,
2021Q2,S08000028,,S08000022,Upper GI,,1,,1,
2021Q2,S08000028,,S08000022,Urological,,3,,0,
2021Q2,S08000028,,S08000028,Breast,,1,,1,
2021Q2,S08000028,,S08000028,Colorectal,,2,,2,
2021Q2,S08000028,,S08000028,Lung,,2,,2,
2021Q2,S08000028,,S08000028,Upper GI,,4,,3,
2021Q2,S08000028,,S08000028,Urological,,1,,0,
2021Q2,S08000028,,S08000031,Head & Neck,,1,,1,
2021Q2,S08000028,,S08000031,Upper GI,,1,,1,
2021Q2,S08000029,,S08000015,Breast,,1,,1,
2021Q2,S08000029,,S08000024,Cervical,,1,,0,
2021Q2,S08000029,,S08000024,Colorectal,,4,,2,
2021Q2,S08000029,,S08000024,Head & Neck,,6,,3,
2021Q2,S08000029,,S08000024,Lung,,14,,12,
2021Q2,S08000029,,S08000024,Lymphoma,,1,,0,
2021Q2,S08000029,,S08000024,Upper GI,,3,,2,
2021Q2,S08000029,,S08000024,Urological,,7,,1,
2021Q2,S08000029,,S08000029,Breast,,37,,30,
2021Q2,S08000029,,S08000029,Colorectal,,32,,30,
2021Q2,S08000029,,S08000029,Head & Neck,,2,,2,
2021Q2,S08000029,,S08000029,Lung,,27,,27,
2021Q2,S08000029,,S08000029,Lymphoma,,3,,2,
2021Q2,S08000029,,S08000029,Melanoma,,9,,8,
2021Q2,S08000029,,S08000029,Ovarian,,1,,1,
2021Q2,S08000029,,S08000029,Upper GI,,14,,12,
2021Q2,S08000029,,S08000029,Urological,,42,,30,
2021Q2,S08000029,,S08000030,Head & Neck,,4,,4,
2021Q2,S08000030,,S08000020,Lung,,1,,1,
2021Q2,S08000030,,S08000020,Ovarian,,1,,1,
2021Q2,S08000030,,S08000024,Lung,,4,,3,
2021Q2,S08000030,,S08000024,Urological,,2,,1,
2021Q2,S08000030,,S08000030,Breast,,57,,52,
2021Q2,S08000030,,S08000030,Cervical,,10,,9,
2021Q2,S08000030,,S08000030,Colorectal,,47,,45,
2021Q2,S08000030,,S08000030,Head & Neck,,6,,5,
2021Q2,S08000030,,S08000030,Lung,,41,,40,
2021Q2,S08000030,,S08000030,Melanoma,,7,,7,
2021Q2,S08000030,,S08000030,Ovarian,,1,,1,
2021Q2,S08000030,,S08000030,Upper GI,,27,,25,
2021Q2,S08000030,,S08000030,Urological,,31,,22,
2021Q2,S08000031,,S08000019,Breast,,1,,1,
2021Q2,S08000031,,S08000024,Upper GI,,1,,0,
2021Q2,S08000031,,S08000031,Breast,,250,,241,
2021Q2,S08000031,,S08000031,Cervical,,10,,10,
2021Q2,S08000031,,S08000031,Colorectal,,126,,87,
2021Q2,S08000031,,S08000031,Head & Neck,,62,,48,
2021Q2,S08000031,,S08000031,Lung,,138,,123,
2021Q2,S08000031,,S08000031,Lymphoma,,20,,19,
2021Q2,S08000031,,S08000031,Melanoma,,50,,50,
2021Q2,S08000031,,S08000031,Ovarian,,10,,10,
2021Q2,S08000031,,S08000031,Upper GI,,91,,71,
2021Q2,S08000031,,S08000031,Urological,,212,,127,
2021Q2,S08000031,,S08000032,Breast,,43,,39,
2021Q2,S08000031,,SB0801,Lung,,22,,17,
2021Q2,S08000032,,S08000024,Upper GI,,1,,1,
2021Q2,S08000032,,S08000031,Breast,,2,,2,
2021Q2,S08000032,,S08000031,Cervical,,14,,11,
2021Q2,S08000032,,S08000031,Colorectal,,4,,2,
2021Q2,S08000032,,S08000031,Head & Neck,,3,,3,
2021Q2,S08000032,,S08000031,Lung,,10,,10,
2021Q2,S08000032,,S08000031,Lymphoma,,1,,1,
2021Q2,S08000032,,S08000031,Ovarian,,2,,2,
2021Q2,S08000032,,S08000031,Upper GI,,15,,11,
2021Q2,S08000032,,S08000031,Urological,,10,,2,
2021Q2,S08000032,,S08000032,Breast,,69,,69,
2021Q2,S08000032,,S08000032,Cervical,,1,,1,
2021Q2,S08000032,,S08000032,Colorectal,,63,,53,
2021Q2,S08000032,,S08000032,Head & Neck,,14,,14,
2021Q2,S08000032,,S08000032,Lung,,50,,50,
2021Q2,S08000032,,S08000032,Lymphoma,,13,,13,
2021Q2,S08000032,,S08000032,Melanoma,,19,,19,
2021Q2,S08000032,,S08000032,Ovarian,,2,,2,
2021Q2,S08000032,,S08000032,Upper GI,,46,,40,
2021Q2,S08000032,,S08000032,Urological,,44,,38,
2021Q2,S08000032,,SB0801,Lung,,5,,5,
2021Q2,S92000003,d,S08000015,Breast,,89,,61,
2021Q2,S92000003,d,S08000015,Colorectal,,43,,39,
2021Q2,S92000003,d,S08000015,Head & Neck,,5,,5,
2021Q2,S92000003,d,S08000015,Lung,,35,,35,
2021Q2,S92000003,d,S08000015,Lymphoma,,8,,8,
2021Q2,S92000003,d,S08000015,Melanoma,,10,,10,
2021Q2,S92000003,d,S08000015,Upper GI,,38,,38,
2021Q2,S92000003,d,S08000015,Urological,,48,,48,
2021Q2,S92000003,d,S08000016,Breast,,15,,15,
2021Q2,S92000003,d,S08000016,Colorectal,,17,,14,
2021Q2,S92000003,d,S08000016,Head & Neck,,2,,2,
2021Q2,S92000003,d,S08000016,Lung,,12,,12,
2021Q2,S92000003,d,S08000016,Lymphoma,,2,,2,
2021Q2,S92000003,d,S08000016,Melanoma,,9,,9,
2021Q2,S92000003,d,S08000016,Ovarian,,3,,3,
2021Q2,S92000003,d,S08000016,Upper GI,,7,,7,
2021Q2,S92000003,d,S08000016,Urological,,9,,8,
2021Q2,S92000003,d,S08000017,Breast,,26,,26,
2021Q2,S92000003,d,S08000017,Colorectal,,17,,16,
2021Q2,S92000003,d,S08000017,Head & Neck,,1,,1,
2021Q2,S92000003,d,S08000017,Lung,,17,,17,
2021Q2,S92000003,d,S08000017,Lymphoma,,2,,1,
2021Q2,S92000003,d,S08000017,Melanoma,,6,,6,
2021Q2,S92000003,d,S08000017,Upper GI,,12,,12,
2021Q2,S92000003,d,S08000017,Urological,,10,,7,
2021Q2,S92000003,d,S08000019,Breast,,48,,48,
2021Q2,S92000003,d,S08000019,Cervical,,2,,2,
2021Q2,S92000003,d,S08000019,Colorectal,,32,,24,
2021Q2,S92000003,d,S08000019,Head & Neck,,4,,4,
2021Q2,S92000003,d,S08000019,Lung,,28,,27,
2021Q2,S92000003,d,S08000019,Lymphoma,,14,,14,
2021Q2,S92000003,d,S08000019,Melanoma,,11,,11,
2021Q2,S92000003,d,S08000019,Ovarian,,5,,5,
2021Q2,S92000003,d,S08000019,Upper GI,,23,,23,
2021Q2,S92000003,d,S08000019,Urological,,42,,35,
2021Q2,S92000003,d,S08000020,Breast,,92,,82,
2021Q2,S92000003,d,S08000020,Cervical,,4,,2,
2021Q2,S92000003,d,S08000020,Colorectal,,65,,43,
2021Q2,S92000003,d,S08000020,Head & Neck,,7,,6,
2021Q2,S92000003,d,S08000020,Lung,,59,,51,
2021Q2,S92000003,d,S08000020,Lymphoma,,11,,4,
2021Q2,S92000003,d,S08000020,Melanoma,,8,,8,
2021Q2,S92000003,d,S08000020,Ovarian,,7,,7,
2021Q2,S92000003,d,S08000020,Upper GI,,49,,49,
2021Q2,S92000003,d,S08000020,Urological,,85,,59,
2021Q2,S92000003,d,S08000022,Breast,,56,,54,
2021Q2,S92000003,d,S08000022,Cervical,,2,,1,
2021Q2,S92000003,d,S08000022,Colorectal,,50,,30,
2021Q2,S92000003,d,S08000022,Head & Neck,,5,,5,
2021Q2,S92000003,d,S08000022,Lung,,24,,23,
2021Q2,S92000003,d,S08000022,Lymphoma,,9,,8,
2021Q2,S92000003,d,S08000022,Melanoma,,10,,8,
2021Q2,S92000003,d,S08000022,Ovarian,,5,,4,
2021Q2,S92000003,d,S08000022,Upper GI,,33,,20,
2021Q2,S92000003,d,S08000022,Urological,,77,,29,
2021Q2,S92000003,d,S08000024,Breast,,197,,193,
2021Q2,S92000003,d,S08000024,Cervical,,9,,5,
2021Q2,S92000003,d,S08000024,Colorectal,,98,,85,
2021Q2,S92000003,d,S08000024,Head & Neck,,55,,49,
2021Q2,S92000003,d,S08000024,Lung,,70,,67,
2021Q2,S92000003,d,S08000024,Lymphoma,,11,,8,
2021Q2,S92000003,d,S08000024,Melanoma,,44,,41,
2021Q2,S92000003,d,S08000024,Ovarian,,9,,9,
2021Q2,S92000003,d,S08000024,Upper GI,,88,,81,
2021Q2,S92000003,d,S08000024,Urological,,122,,62,
2021Q2,S92000003,d,S08000025,Colorectal,,2,,2,
2021Q2,S92000003,d,S08000025,Melanoma,,2,,2,
2021Q2,S92000003,d,S08000025,Upper GI,,2,,2,
2021Q2,S92000003,d,S08000025,Urological,,2,,2,
2021Q2,S92000003,d,S08000026,Breast,,4,,4,
2021Q2,S92000003,d,S08000026,Colorectal,,1,,1,
2021Q2,S92000003,d,S08000026,Upper GI,,1,,1,
2021Q2,S92000003,d,S08000026,Urological,,3,,2,
2021Q2,S92000003,d,S08000028,Breast,,1,,1,
2021Q2,S92000003,d,S08000028,Colorectal,,2,,2,
2021Q2,S92000003,d,S08000028,Lung,,2,,2,
2021Q2,S92000003,d,S08000028,Upper GI,,4,,3,
2021Q2,S92000003,d,S08000028,Urological,,1,,0,
2021Q2,S92000003,d,S08000029,Breast,,39,,32,
2021Q2,S92000003,d,S08000029,Colorectal,,32,,30,
2021Q2,S92000003,d,S08000029,Head & Neck,,2,,2,
2021Q2,S92000003,d,S08000029,Lung,,27,,27,
2021Q2,S92000003,d,S08000029,Lymphoma,,3,,2,
2021Q2,S92000003,d,S08000029,Melanoma,,9,,8,
2021Q2,S92000003,d,S08000029,Ovarian,,1,,1,
2021Q2,S92000003,d,S08000029,Upper GI,,14,,12,
2021Q2,S92000003,d,S08000029,Urological,,42,,30,
2021Q2,S92000003,d,S08000030,Breast,,57,,52,
2021Q2,S92000003,d,S08000030,Cervical,,10,,9,
2021Q2,S92000003,d,S08000030,Colorectal,,47,,45,
2021Q2,S92000003,d,S08000030,Head & Neck,,10,,9,
2021Q2,S92000003,d,S08000030,Lung,,41,,40,
2021Q2,S92000003,d,S08000030,Melanoma,,7,,7,
2021Q2,S92000003,d,S08000030,Ovarian,,1,,1,
2021Q2,S92000003,d,S08000030,Upper GI,,27,,25,
2021Q2,S92000003,d,S08000030,Urological,,31,,22,
2021Q2,S92000003,d,S08000031,Breast,,253,,244,
2021Q2,S92000003,d,S08000031,Cervical,,30,,25,
2021Q2,S92000003,d,S08000031,Colorectal,,137,,93,
2021Q2,S92000003,d,S08000031,Head & Neck,,79,,64,
2021Q2,S92000003,d,S08000031,Lung,,165,,149,
2021Q2,S92000003,d,S08000031,Lymphoma,,21,,20,
2021Q2,S92000003,d,S08000031,Melanoma,,50,,50,
2021Q2,S92000003,d,S08000031,Ovarian,,15,,15,
2021Q2,S92000003,d,S08000031,Upper GI,,122,,91,
2021Q2,S92000003,d,S08000031,Urological,,235,,134,
2021Q2,S92000003,d,S08000032,Breast,,112,,108,
2021Q2,S92000003,d,S08000032,Cervical,,1,,1,
2021Q2,S92000003,d,S08000032,Colorectal,,63,,53,
2021Q2,S92000003,d,S08000032,Head & Neck,,14,,14,
2021Q2,S92000003,d,S08000032,Lung,,50,,50,
2021Q2,S92000003,d,S08000032,Lymphoma,,13,,13,
2021Q2,S92000003,d,S08000032,Melanoma,,19,,19,
2021Q2,S92000003,d,S08000032,Ovarian,,2,,2,
2021Q2,S92000003,d,S08000032,Upper GI,,46,,40,
2021Q2,S92000003,d,S08000032,Urological,,44,,38,
2021Q2,S92000003,d,SB0801,Head & Neck,,2,,2,
2021Q2,S92000003,d,SB0801,Lung,,40,,33,
2021Q2,S08000015,,S08000015,All Cancer Types,d,275,,243,
2021Q2,S08000015,,S08000017,All Cancer Types,d,4,,4,
2021Q2,S08000015,,S08000031,All Cancer Types,d,39,,34,
2021Q2,S08000015,,SB0801,All Cancer Types,d,5,,5,
2021Q2,S08000016,,S08000016,All Cancer Types,d,71,,67,
2021Q2,S08000016,,S08000024,All Cancer Types,d,11,,8,
2021Q2,S08000017,,S08000017,All Cancer Types,d,87,,82,
2021Q2,S08000017,,S08000024,All Cancer Types,d,15,,13,
2021Q2,S08000017,,S08000031,All Cancer Types,d,2,,2,
2021Q2,S08000017,,SB0801,All Cancer Types,d,2,,2,
2021Q2,S08000019,,S08000019,All Cancer Types,d,208,,192,
2021Q2,S08000019,,S08000024,All Cancer Types,d,1,,1,
2021Q2,S08000019,,S08000031,All Cancer Types,d,34,,17,
2021Q2,S08000019,,SB0801,All Cancer Types,d,6,,4,
2021Q2,S08000020,,S08000020,All Cancer Types,d,371,,302,
2021Q2,S08000022,,S08000020,All Cancer Types,d,5,,1,
2021Q2,S08000022,,S08000022,All Cancer Types,d,259,,173,
2021Q2,S08000022,,S08000024,All Cancer Types,d,7,,1,
2021Q2,S08000022,,SB0801,All Cancer Types,d,2,,2,
2021Q2,S08000024,,S08000016,All Cancer Types,d,5,,5,
2021Q2,S08000024,,S08000024,All Cancer Types,d,624,,552,
2021Q2,S08000024,,S08000029,All Cancer Types,d,2,,2,
2021Q2,S08000025,,S08000020,All Cancer Types,d,4,,3,
2021Q2,S08000025,,S08000025,All Cancer Types,d,8,,8,
2021Q2,S08000026,,S08000020,All Cancer Types,d,5,,3,
2021Q2,S08000026,,S08000024,All Cancer Types,d,1,,0,
2021Q2,S08000026,,S08000026,All Cancer Types,d,9,,8,
2021Q2,S08000028,,S08000022,All Cancer Types,d,12,,9,
2021Q2,S08000028,,S08000028,All Cancer Types,d,10,,8,
2021Q2,S08000028,,S08000031,All Cancer Types,d,2,,2,
2021Q2,S08000029,,S08000015,All Cancer Types,d,1,,1,
2021Q2,S08000029,,S08000024,All Cancer Types,d,36,,20,
2021Q2,S08000029,,S08000029,All Cancer Types,d,167,,142,
2021Q2,S08000029,,S08000030,All Cancer Types,d,4,,4,
2021Q2,S08000030,,S08000020,All Cancer Types,d,2,,2,
2021Q2,S08000030,,S08000024,All Cancer Types,d,6,,4,
2021Q2,S08000030,,S08000030,All Cancer Types,d,227,,206,
2021Q2,S08000031,,S08000019,All Cancer Types,d,1,,1,
2021Q2,S08000031,,S08000024,All Cancer Types,d,1,,0,
2021Q2,S08000031,,S08000031,All Cancer Types,d,969,,786,
2021Q2,S08000031,,S08000032,All Cancer Types,d,43,,39,
2021Q2,S08000031,,SB0801,All Cancer Types,d,22,,17,
2021Q2,S08000032,,S08000024,All Cancer Types,d,1,,1,
2021Q2,S08000032,,S08000031,All Cancer Types,d,61,,44,
2021Q2,S08000032,,S08000032,All Cancer Types,d,321,,299,
2021Q2,S08000032,,SB0801,All Cancer Types,d,5,,5,
2021Q2,S92000003,d,S08000015,All Cancer Types,d,276,,244,
2021Q2,S92000003,d,S08000016,All Cancer Types,d,76,,72,
2021Q2,S92000003,d,S08000017,All Cancer Types,d,91,,86,
2021Q2,S92000003,d,S08000019,All Cancer Types,d,209,,193,
2021Q2,S92000003,d,S08000020,All Cancer Types,d,387,,311,
2021Q2,S92000003,d,S08000022,All Cancer Types,d,271,,182,
2021Q2,S92000003,d,S08000024,All Cancer Types,d,703,,600,
2021Q2,S92000003,d,S08000025,All Cancer Types,d,8,,8,
2021Q2,S92000003,d,S08000026,All Cancer Types,d,9,,8,
2021Q2,S92000003,d,S08000028,All Cancer Types,d,10,,8,
2021Q2,S92000003,d,S08000029,All Cancer Types,d,169,,144,
2021Q2,S92000003,d,S08000030,All Cancer Types,d,231,,210,
2021Q2,S92000003,d,S08000031,All Cancer Types,d,1107,,885,
2021Q2,S92000003,d,S08000032,All Cancer Types,d,364,,338,
2021Q2,S92000003,d,SB0801,All Cancer Types,d,42,,35,
2021Q3,S08000015,,S08000015,Breast,,79,,54,
2021Q3,S08000015,,S08000015,Colorectal,,48,,43,
2021Q3,S08000015,,S08000015,Head & Neck,,5,,5,
2021Q3,S08000015,,S08000015,Lung,,28,,28,
2021Q3,S08000015,,S08000015,Lymphoma,,9,,9,
